## taxon_id,STRING_type,STRING_name_compact,official_name_NCBI,join_name
675635,core,Pseudonocardia dioxanivorans,Pseudonocardia dioxanivorans CB1190,Pseudonocardia dioxanivorans
675806,periphery,Vibrio mimicus,Vibrio mimicus MB451,Vibrio mimicus
675812,core,Grimontia hollisae,Grimontia hollisae CIP 101886,Grimontia hollisae
675813,periphery,Vibrio metschnikovii,Vibrio metschnikovii CIP 69.14,Vibrio metschnikovii
675814,periphery,Vibrio coralliilyticus,Vibrio coralliilyticus ATCC BAA-450,Vibrio coralliilyticus
675815,periphery,Vibrio sp. RC586,Vibrio sp. RC586,Vibrio sp.
675816,periphery,Vibrio orientalis,Vibrio orientalis CIP 102891,Vibrio orientalis
675817,periphery,Photobacterium damselae,Photobacterium damselae subsp. damselae CIP 102761,Photobacterium damselae
676032,periphery,Francisella tularensis novicida,Francisella cf. tularensis subsp. novicida 3523,Francisella tularensis
679189,periphery,Prevotella timonensis CRIS5CB1,Prevotella timonensis CRIS 5C-B1,Prevotella timonensis
679190,periphery,Prevotella buccalis ATCC35310,Prevotella buccalis ATCC35310,Prevotella buccalis
679191,core,Prevotella amnii,Prevotella amnii CRIS 21A-A,Prevotella amnii
679192,core,Bulleidia extructa,Bulleidia extructa W1219,Bulleidia extructa
679197,core,Segniliparus rugosus,Segniliparus rugosus ATCC BAA-974,Segniliparus rugosus
679199,periphery,Alloprevotella rava,Alloprevotella rava F0323,Alloprevotella rava
679200,core,Johnsonella ignava,Johnsonella ignava ATCC51276,Johnsonella ignava
679201,periphery,Selenomonas infelix,Selenomonas infelix ATCC43532,Selenomonas infelix
679897,periphery,Helicobacter mustelae,Helicobacter mustelae 12198,Helicobacter mustelae
679926,core,Methanoplanus petrolearius,Methanoplanus petrolearius DSM11571,Methanoplanus petrolearius
679935,periphery,Alistipes finegoldii,Alistipes finegoldii DSM17242,Alistipes finegoldii
679937,periphery,Bacteroides coprosuis,Bacteroides coprosuis DSM18011,Bacteroides coprosuis
680198,periphery,Streptomyces scabiei,Streptomyces scabiei 87.22,Streptomyces scabiei
680646,core,Rothia mucilaginosa,Rothia mucilaginosa DY-18,Rothia mucilaginosa
682795,periphery,Granulicella mallensis,Granulicella mallensis MP5ACTX8,Granulicella mallensis
683083,periphery,Campylobacter jejuni 414,Campylobacter jejuni subsp. jejuni 414,Campylobacter jejuni
683837,periphery,Listeria seeligeri 12b,Listeria seeligeri serovar 1/2b str. SLCC3954,Listeria seeligeri
684719,core,alpha proteobacterium HIMB114,alpha proteobacterium HIMB114,alpha proteobacterium
684949,periphery,Deinococcus sp. 2009,Deinococcus sp. 2009,Deinococcus sp.
685035,core,Citromicrobium bathyomarinum,Citromicrobium bathyomarinum JL354,Citromicrobium bathyomarinum
685727,core,Rhodococcus equi,Rhodococcus equi 103S,Rhodococcus equi
685778,periphery,Sphingomonas sp. PR090111T3T6A,Sphingomonas sp. PR090111-T3T-6A,Sphingomonas sp.
685782,periphery,Bartonella rochalimae,Bartonella rochalimae ATCC BAA-1498,Bartonella rochalimae
686340,periphery,Methylomicrobium album,Methylomicrobium album BG8,Methylomicrobium album
686578,periphery,Pseudomonas sp. S9,Pseudomonas sp. S9,Pseudomonas sp.
688245,core,Comamonas testosteroni CNB2,Comamonas testosteroni CNB-2,Comamonas testosteroni
688246,periphery,Prevotella multisaccharivorax,Prevotella multisaccharivorax DSM17128,Prevotella multisaccharivorax
688269,periphery,Thermotoga thermarum,Thermotoga thermarum DSM5069,Thermotoga thermarum
688270,periphery,Cellulophaga algicola,Cellulophaga algicola DSM14237,Cellulophaga algicola
689781,core,Oribacterium sp. NK2B42,Oribacterium sp. NK2B42,Oribacterium sp.
690585,periphery,Rhizobium vignae,Rhizobium vignae,Rhizobium vignae
690597,periphery,Pseudomonas fluorescens NZ007,Pseudomonas fluorescens NZ007,Pseudomonas fluorescens
690850,periphery,Desulfovibrio africanus,Desulfovibrio africanus str. Walvis Bay,Desulfovibrio africanus
691883,core,Fonticula alba,Fonticula alba,Fonticula alba
693444,core,Enterobacteriaceae bacterium strain,Enterobacteriaceae bacterium strain FGI 57,Enterobacteriaceae bacterium
693661,core,Archaeoglobus veneficus,Archaeoglobus veneficus SNP6,Archaeoglobus veneficus
693746,core,Oscillibacter valericigenes,Oscillibacter valericigenes Sjm18-20,Oscillibacter valericigenes
693977,core,Deinococcus proteolyticus,Deinococcus proteolyticus MRP,Deinococcus proteolyticus
693979,periphery,Bacteroides helcogenes,Bacteroides helcogenes P 36-108,Bacteroides helcogenes
693986,periphery,Methylobacterium oryzae,Methylobacterium oryzae CBMB20,Methylobacterium oryzae
694427,core,Paludibacter propionicigenes,Paludibacter propionicigenes WB4,Paludibacter propionicigenes
694429,core,Pyrolobus fumarii,Pyrolobus fumarii 1A,Pyrolobus fumarii
694430,periphery,Natronococcus occultus,Natronococcus occultus SP4,Natronococcus occultus
694431,core,Desulfurella acetivorans,Desulfurella acetivorans A63,Desulfurella acetivorans
694440,periphery,Methanomicrobium mobile,Methanomicrobium mobile BP,Methanomicrobium mobile
694569,periphery,Aggregatibacter actinomycetemcomitans D7S1,Aggregatibacter actinomycetemcomitans D7S-1,Aggregatibacter actinomycetemcomitans
696125,periphery,Bartonella clarridgeiae,Bartonella clarridgeiae 73,Bartonella clarridgeiae
696281,core,Desulfotomaculum ruminis,Desulfotomaculum ruminis DSM2154,Desulfotomaculum ruminis
696369,core,Desulfotomaculum nigrificans,Desulfotomaculum nigrificans DSM574,Desulfotomaculum nigrificans
696747,core,Arthrospira platensis NIES39,Arthrospira platensis NIES-39,Arthrospira platensis
696748,periphery,Actinobacillus suis,Actinobacillus suis H91-0380,Actinobacillus suis
697281,core,Mahella australiensis,Mahella australiensis 50-1 BON,Mahella australiensis
697282,core,Methylobacter tundripaludum,Methylobacter tundripaludum SV96,Methylobacter tundripaludum
697284,periphery,Paenibacillus larvae,Paenibacillus larvae subsp. larvae DSM25430,Paenibacillus larvae
697303,periphery,Thermoanaerobacter wiegelii,Thermoanaerobacter wiegelii Rt8.B1,Thermoanaerobacter wiegelii
697329,periphery,Ruminococcus albus 7,Ruminococcus albus 7,Ruminococcus albus
698440,periphery,Marssonina brunnea,Marssonina brunnea,Marssonina brunnea
698737,periphery,Staphylococcus lugdunensis HKU0901,Staphylococcus lugdunensis HKU09-01,Staphylococcus lugdunensis
698757,periphery,Pyrobaculum oguniense,Pyrobaculum oguniense TE7,Pyrobaculum oguniense
698758,periphery,Amphibacillus xylanus,Amphibacillus xylanus NBRC 15112,Amphibacillus xylanus
698761,periphery,Rhizobium tropici,Rhizobium tropici CIAT 899,Rhizobium tropici
698769,periphery,Virgibacillus alimentarius,Virgibacillus alimentarius,Virgibacillus alimentarius
698961,periphery,Gardnerella vaginalis 6119V5,Gardnerella vaginalis 6119V5,Gardnerella vaginalis
698964,periphery,Corynebacterium diphtheriae,Corynebacterium diphtheriae PW8,Corynebacterium diphtheriae
699218,periphery,Megasphaera genomosp.,Megasphaera genomosp. type_1 str. 28L,Megasphaera genomosp.
699246,periphery,Clostridiales genomosp.,Clostridiales genomosp. BVAB3 str. UPII9-5,Clostridiales genomosp.
699248,periphery,Streptococcus ratti,Streptococcus ratti FA-1,Streptococcus ratti
700015,core,Coriobacterium glomerans,Coriobacterium glomerans PW2,Coriobacterium glomerans
700508,periphery,Mycobacterium neoaurum,Mycobacterium neoaurum VKM Ac-1815D,Mycobacterium neoaurum
700598,core,Niastella koreensis,Niastella koreensis GR20-10,Niastella koreensis
701176,periphery,Vibrio sp. N418,Vibrio sp. N418,Vibrio sp.
701347,periphery,Enterobacter lignolyticus,Enterobacter lignolyticus SCF1,Enterobacter lignolyticus
701521,periphery,Pediococcus claussenii,Pediococcus claussenii ATCC BAA-344,Pediococcus claussenii
702113,periphery,Novosphingobium sp. PP1Y,Novosphingobium sp. PP1Y,Novosphingobium sp.
702437,periphery,Selenomonas noxia F0398,Selenomonas noxia F0398,Selenomonas noxia
702438,periphery,Prevotella oulorum F0390,Prevotella oulorum F0390,Prevotella oulorum
702450,core,Turicibacter sanguinis,Turicibacter sanguinis PC909,Turicibacter sanguinis
702459,periphery,Bifidobacterium bifidum PRL2010,Bifidobacterium bifidum PRL2010,Bifidobacterium bifidum
706191,core,Pantoea ananatis LMG20103,Pantoea ananatis LMG 20103,Pantoea ananatis
706433,core,Solobacterium moorei F0204,Solobacterium moorei F0204,Solobacterium moorei
706434,periphery,Megasphaera micronuciformis,Megasphaera micronuciformis F0359,Megasphaera micronuciformis
706436,periphery,Capnocytophaga sp. F0087,Capnocytophaga sp. oral taxon 329 str. F0087,Capnocytophaga sp.
706437,periphery,Streptococcus anginosus F0211,Streptococcus anginosus F0211,Streptococcus anginosus
706439,periphery,Actinomyces sp. F0337,Actinomyces sp. oral taxon 171 str. F0337,Actinomyces sp.
706587,periphery,Desulfomonile tiedjei,Desulfomonile tiedjei DSM6799,Desulfomonile tiedjei
708616,periphery,Mycoplasma gallisepticum F,Mycoplasma gallisepticum str. F,Mycoplasma gallisepticum
709032,periphery,Sulfuricurvum kujiense,Sulfuricurvum kujiense DSM16994,Sulfuricurvum kujiense
709797,core,Bradyrhizobiaceae bacterium SG6C,Bradyrhizobiaceae bacterium SG-6C,Bradyrhizobiaceae bacterium
709986,periphery,Deinococcus maricopensis,Deinococcus maricopensis DSM21211,Deinococcus maricopensis
709991,core,Odoribacter splanchnicus,Odoribacter splanchnicus DSM20712,Odoribacter splanchnicus
710111,periphery,Frankia sp. QA3,Frankia sp. QA3,Frankia sp.
710243,periphery,Colletotrichum fioriniae,Colletotrichum fioriniae,Colletotrichum fioriniae
710393,periphery,Helicobacter suis,Helicobacter suis HS1,Helicobacter suis
710421,periphery,Mycobacterium chubuense,Mycobacterium chubuense NBB4,Mycobacterium chubuense
710685,periphery,Mycobacterium rhodesiae NBB3,Mycobacterium rhodesiae NBB3,Mycobacterium rhodesiae
710686,periphery,Mycobacterium smegmatis JS623,Mycobacterium smegmatis JS623,Mycobacterium smegmatis
710687,periphery,Mycobacterium tusciae,Mycobacterium tusciae JS617,Mycobacterium tusciae
710696,core,Intrasporangium calvum,Intrasporangium calvum DSM43043,Intrasporangium calvum
711393,periphery,Streptomyces sp. GXT6,Streptomyces sp. GXT6,Streptomyces sp.
712898,periphery,Pantoea vagans,Pantoea vagans C9-1,Pantoea vagans
713586,periphery,Thioalkalivibrio thiocyanodenitrificans,Thioalkalivibrio thiocyanodenitrificans ARhD 1,Thioalkalivibrio thiocyanodenitrificans
713587,periphery,Thioalkalivibrio thiocyanoxidans ARh4,Thioalkalivibrio thiocyanoxidans ARh4,Thioalkalivibrio thiocyanoxidans
713605,periphery,Lactobacillus iners,Lactobacillus iners AB-1,Lactobacillus iners
714083,periphery,Leucobacter chromiiresistens,Leucobacter chromiiresistens JG 31,Leucobacter chromiiresistens
714313,periphery,Lactobacillus sanfranciscensis,Lactobacillus sanfranciscensis TMW 1.1304,Lactobacillus sanfranciscensis
714943,core,Mucilaginibacter paludis,Mucilaginibacter paludis DSM18603,Mucilaginibacter paludis
714961,core,Lysinibacillus fusiformis,Lysinibacillus fusiformis ZC1,Lysinibacillus fusiformis
715226,periphery,Asticcacaulis biprosthecum,Asticcacaulis biprosthecum C19,Asticcacaulis biprosthecum
715451,periphery,Alteromonas sp. SN2,Alteromonas sp. SN2,Alteromonas sp.
716541,core,Enterobacter cloacae ATCC13047,Enterobacter cloacae subsp. cloacae ATCC13047,Enterobacter cloacae
716544,core,Waddlia chondrophila,Waddlia chondrophila WSU 86-1044,Waddlia chondrophila
716928,periphery,Ensifer sojae,Ensifer sojae CCBAU 05684,Ensifer sojae
717231,periphery,Flexistipes sinusarabici,Flexistipes sinusarabici DSM4947,Flexistipes sinusarabici
717605,core,Thermobacillus composti,Thermobacillus composti KWC4,Thermobacillus composti
717606,periphery,Paenibacillus curdlanolyticus,Paenibacillus curdlanolyticus YK9,Paenibacillus curdlanolyticus
717772,periphery,Thioalkalimicrobium aerophilum,Thioalkalimicrobium aerophilum AL3,Thioalkalimicrobium aerophilum
717773,core,Thioalkalimicrobium cyclicum,Thioalkalimicrobium cyclicum ALM1,Thioalkalimicrobium cyclicum
717774,periphery,Marinomonas mediterranea,Marinomonas mediterranea MMB-1,Marinomonas mediterranea
717785,core,Hyphomicrobium sp. MC1,Hyphomicrobium sp. MC1,Hyphomicrobium sp.
718252,core,Faecalibacterium prausnitzii L26,Faecalibacterium prausnitzii L2-6,Faecalibacterium prausnitzii
720554,core,Clostridium clariflavum,[Clostridium] clariflavum DSM19732,Clostridium clariflavum
720555,periphery,Bacillus atrophaeus,Bacillus atrophaeus 1942,Bacillus atrophaeus
722419,core,Pseudoalteromonas haloplanktis ANT505,Pseudoalteromonas haloplanktis ANT/505,Pseudoalteromonas haloplanktis
722438,periphery,Mycoplasma pneumoniae,Mycoplasma pneumoniae FH,Mycoplasma pneumoniae
740709,periphery,Idiomarina xiamenensis,Idiomarina xiamenensis 10-D-4,Idiomarina xiamenensis
741091,periphery,Rahnella sp. Y9602,Rahnella sp. Y9602,Rahnella sp.
742159,periphery,Achromobacter piechaudii ATCC43553,Achromobacter piechaudii ATCC43553,Achromobacter piechaudii
742722,periphery,Collinsella sp. 4847FAA,Collinsella sp. 4_8_47FAA,Collinsella sp.
742723,periphery,Lachnospiraceae bacterium 2146FAA,Lachnospiraceae bacterium 2_1_46FAA,Lachnospiraceae bacterium
742725,periphery,Alistipes indistinctus,Alistipes indistinctus YIT 12060,Alistipes indistinctus
742726,core,Barnesiella intestinihominis,Barnesiella intestinihominis YIT 11860,Barnesiella intestinihominis
742727,periphery,Bacteroides oleiciplenus,Bacteroides oleiciplenus YIT 12058,Bacteroides oleiciplenus
742733,periphery,Clostridium citroniae,[Clostridium] citroniae WAL-17108,Clostridium citroniae
742735,periphery,Clostridium clostridioforme,[Clostridium] clostridioforme 2_1_49FAA,Clostridium clostridioforme
742738,periphery,Clostridium orbiscindens,Clostridium orbiscindens 1_3_50AFAA,Clostridium orbiscindens
742740,periphery,Clostridium symbiosum WAL14163,[Clostridium] symbiosum WAL-14163,Clostridium symbiosum
742741,core,Clostridium symbiosum WAL14673,[Clostridium] symbiosum WAL-14673,Clostridium symbiosum
742742,periphery,Collinsella tanakaei,Collinsella tanakaei YIT 12063,Collinsella tanakaei
742743,periphery,Dialister succinatiphilus,Dialister succinatiphilus YIT 11850,Dialister succinatiphilus
742765,periphery,Dorea formicigenerans 4653AFAA,Dorea formicigenerans 4_6_53AFAA,Dorea formicigenerans
742766,periphery,Dysgonomonas gadei,Dysgonomonas gadei ATCC BAA-286,Dysgonomonas gadei
742767,core,Dysgonomonas mossii,Dysgonomonas mossii DSM22836,Dysgonomonas mossii
742817,periphery,Odoribacter laneus,Odoribacter laneus YIT 12061,Odoribacter laneus
742818,periphery,Slackia piriformis,Slackia piriformis YIT 12062,Slackia piriformis
742821,core,Sutterella wadsworthensis 3145B,Sutterella wadsworthensis 3_1_45B,Sutterella wadsworthensis
742823,periphery,Sutterella wadsworthensis 2159BFAA,Sutterella wadsworthensis 2_1_59BFAA,Sutterella wadsworthensis
743299,periphery,Acidithiobacillus ferrivorans,Acidithiobacillus ferrivorans SS3,Acidithiobacillus ferrivorans
743525,core,Thermus scotoductus,Thermus scotoductus SA-01,Thermus scotoductus
743718,core,Isoptericola variabilis,Isoptericola variabilis 225,Isoptericola variabilis
743719,periphery,Paenibacillus lactis,Paenibacillus lactis 154,Paenibacillus lactis
743720,periphery,Pseudomonas fulva,Pseudomonas fulva 12-X,Pseudomonas fulva
743721,core,Pseudoxanthomonas suwonensis 111,Pseudoxanthomonas suwonensis 11-1,Pseudoxanthomonas suwonensis
743722,core,Sphingobacterium sp. 21,Sphingobacterium sp. 21,Sphingobacterium sp.
743836,core,Methylocystis sp. SB2,Methylocystis sp. SB2,Methylocystis sp.
743965,periphery,Mycoplasma putrefaciens KS1,Mycoplasma putrefaciens KS1,Mycoplasma putrefaciens
743966,periphery,Mycoplasma bovoculi,Mycoplasma bovoculi M165/69,Mycoplasma bovoculi
743974,periphery,Moraxella bovoculi,Moraxella bovoculi 237,Moraxella bovoculi
744872,periphery,Treponema caldaria,Treponema caldaria DSM7334,Treponema caldaria
744979,core,Ahrensia sp. R2A130,Ahrensia sp. R2A130,Ahrensia sp.
744980,core,Roseibium sp. TrichSKD4,Roseibium sp. TrichSKD4,Roseibium sp.
744985,periphery,alpha proteobacterium HIMB59,alpha proteobacterium HIMB59,alpha proteobacterium
745014,periphery,Gammaproteobacteria bacterium HIMB55,gamma proteobacterium HIMB55,Gammaproteobacteria bacterium
745277,core,Rahnella aquatilis CIP78.65,Rahnella aquatilis CIP78.65,Rahnella aquatilis
745310,periphery,Sphingomonas sp. MM1,Sphingomonas sp. MM-1,Sphingomonas sp.
745411,core,Gallaecimonas xiamenensis,Gallaecimonas xiamenensis 3-C-1,Gallaecimonas xiamenensis
745718,periphery,Olleya sp. VCSM12,Olleya sp. VCSM12,Olleya sp.
745776,periphery,Deinococcus gobiensis,Deinococcus gobiensis I-0,Deinococcus gobiensis
746128,core,Aspergillus fumigatus,Aspergillus fumigatus,Aspergillus fumigatus
746697,core,Aequorivita sublithincola,Aequorivita sublithincola DSM14238,Aequorivita sublithincola
747365,core,Thermodesulfobium narugense,Thermodesulfobium narugense DSM14796,Thermodesulfobium narugense
747682,periphery,Mycoplasma alligatoris,Mycoplasma alligatoris A21JP2,Mycoplasma alligatoris
748224,periphery,Faecalibacterium prausnitzii KLE1255,Faecalibacterium cf. prausnitzii KLE1255,Faecalibacterium prausnitzii
748247,periphery,Azoarcus sp. KH32C,Azoarcus sp. KH32C,Azoarcus sp.
748280,periphery,Pseudogulbenkiania sp. NH8B,Pseudogulbenkiania sp. NH8B,Pseudogulbenkiania sp.
748449,periphery,Halobacteroides halobius,Halobacteroides halobius DSM5150,Halobacteroides halobius
748658,periphery,Thioalkalivibrio sp. ALSr1,Thioalkalivibrio sp. ALSr1,Thioalkalivibrio sp.
748671,periphery,Lactobacillus crispatus,Lactobacillus crispatus ST1,Lactobacillus crispatus
748727,periphery,Clostridium ljungdahlii,Clostridium ljungdahlii DSM13528,Clostridium ljungdahlii
749222,core,Nitratifractor salsuginis,Nitratifractor salsuginis DSM16511,Nitratifractor salsuginis
749414,periphery,Streptomyces bingchenggensis,Streptomyces bingchenggensis BCW-1,Streptomyces bingchenggensis
749927,core,Amycolatopsis mediterranei,Amycolatopsis mediterranei U32,Amycolatopsis mediterranei
751944,periphery,Halobacterium sp. DL1,Halobacterium sp. DL1,Halobacterium sp.
751945,periphery,Thermus oshimai,Thermus oshimai JL-2,Thermus oshimai
751994,periphery,Gammaproteobacteria bacterium HIMB30,gamma proteobacterium HIMB30,Gammaproteobacteria bacterium
754027,periphery,Treponema phagedenis,Treponema phagedenis F0421,Treponema phagedenis
754035,periphery,Mesorhizobium australicum,Mesorhizobium australicum WSM2073,Mesorhizobium australicum
754252,periphery,Propionibacterium freudenreichii,Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1,Propionibacterium freudenreichii
754331,periphery,Escherichia sp. TW09308,Escherichia sp. TW09308,Escherichia sp.
754436,periphery,Photobacterium aphoticum,Photobacterium aphoticum,Photobacterium aphoticum
754476,core,Methylophaga nitratireducenticrescens,Methylophaga nitratireducenticrescens,Methylophaga nitratireducenticrescens
754477,core,Methylophaga frappieri,Methylophaga frappieri,Methylophaga frappieri
755178,core,Cyanobacterium aponinum,Cyanobacterium aponinum PCC10605,Cyanobacterium aponinum
755731,periphery,Clostridium sp. BNL1100,Clostridium sp. BNL1100,Clostridium sp.
755732,core,Fluviicola taffensis,Fluviicola taffensis DSM16823,Fluviicola taffensis
756067,core,Microcoleus vaginatus,Microcoleus vaginatus FGP-2,Microcoleus vaginatus
756272,periphery,Planctomyces brasiliensis,Planctomyces brasiliensis DSM5305,Planctomyces brasiliensis
756499,core,Desulfitobacterium dehalogenans,Desulfitobacterium dehalogenans ATCC51507,Desulfitobacterium dehalogenans
756883,core,Haloferacales archaeon DL31,Haloferacales archaeon DL31,Haloferacales archaeon
757424,core,Herbaspirillum seropedicae,Herbaspirillum seropedicae SmR1,Herbaspirillum seropedicae
759362,core,Ketogulonicigenium vulgare,Ketogulonicigenium vulgare WSH-001,Ketogulonicigenium vulgare
759913,core,Streptococcus dysgalactiae equisimilis,Streptococcus dysgalactiae subsp. equisimilis AC-2713,Streptococcus dysgalactiae
759914,periphery,Brachyspira pilosicoli,Brachyspira pilosicoli 95/1000,Brachyspira pilosicoli
760011,periphery,Sphaerochaeta coccoides,Sphaerochaeta coccoides DSM17374,Sphaerochaeta coccoides
760117,periphery,Massilia consociata,Massilia consociata,Massilia consociata
760142,core,Hippea maritima,Hippea maritima DSM10411,Hippea maritima
760154,periphery,Sulfurospirillum barnesii,Sulfurospirillum barnesii SES-3,Sulfurospirillum barnesii
760192,core,Haliscomenobacter hydrossis,Haliscomenobacter hydrossis DSM1100,Haliscomenobacter hydrossis
760568,core,Desulfotomaculum kuznetsovii,Desulfotomaculum kuznetsovii DSM6115,Desulfotomaculum kuznetsovii
761193,core,Runella slithyformis,Runella slithyformis DSM19594,Runella slithyformis
762051,periphery,Leuconostoc kimchii,Leuconostoc kimchii IMSNU 11154,Leuconostoc kimchii
762211,core,Bifidobacterium stellenboschense,Bifidobacterium stellenboschense,Bifidobacterium stellenboschense
762376,core,Achromobacter xylosoxidans A8,Achromobacter xylosoxidans A8,Achromobacter xylosoxidans
762550,periphery,Leuconostoc gasicomitatum,Leuconostoc gasicomitatum LMG 18811,Leuconostoc gasicomitatum
762903,periphery,Pedobacter saltans,Pedobacter saltans DSM12145,Pedobacter saltans
762948,periphery,Rothia dentocariosa,Rothia dentocariosa ATCC17931,Rothia dentocariosa
762963,periphery,Actinomyces sp. F0386,Actinomyces sp. oral taxon 170 str. F0386,Actinomyces sp.
762966,core,Parasutterella excrementihominis,Parasutterella excrementihominis YIT 11859,Parasutterella excrementihominis
762968,periphery,Paraprevotella clara,Paraprevotella clara YIT 11840,Paraprevotella clara
762982,core,Paraprevotella xylaniphila,Paraprevotella xylaniphila YIT 11841,Paraprevotella xylaniphila
762983,core,Succinatimonas hippei,Succinatimonas hippei YIT 12066,Succinatimonas hippei
762984,periphery,Bacteroides clarus,Bacteroides clarus YIT 12056,Bacteroides clarus
763034,periphery,Bacteroides fluxus,Bacteroides fluxus YIT 12057,Bacteroides fluxus
764291,periphery,Streptococcus urinalis 228597,Streptococcus urinalis 2285-97,Streptococcus urinalis
764298,periphery,Streptococcus macacae,Streptococcus macacae NCTC 11558,Streptococcus macacae
764299,periphery,Streptococcus ictaluri,Streptococcus ictaluri 707-05,Streptococcus ictaluri
765123,periphery,Propionibacterium acnes HL037PA2,Propionibacterium [acnes] HL037PA2,Propionibacterium acnes
765177,core,Desulfurococcus mucosus,Desulfurococcus mucosus DSM2162,Desulfurococcus mucosus
765420,periphery,Oscillochloris trichoides,Oscillochloris trichoides DG-6,Oscillochloris trichoides
765698,periphery,Mesorhizobium ciceri biovar,Mesorhizobium ciceri biovar biserrulae WSM1271,Mesorhizobium ciceri
765869,periphery,Bdellovibrio bacteriovorus W,Bdellovibrio bacteriovorus W,Bdellovibrio bacteriovorus
765910,core,Marichromatium purpuratum,Marichromatium purpuratum 984,Marichromatium purpuratum
765911,core,Thiocystis violascens,Thiocystis violascens DSM198,Thiocystis violascens
765912,core,Thioflavicoccus mobilis,Thioflavicoccus mobilis 8321,Thioflavicoccus mobilis
765913,periphery,Thiorhodococcus drewsii,Thiorhodococcus drewsii AZ1,Thiorhodococcus drewsii
765914,periphery,Thiorhodospira sibirica,Thiorhodospira sibirica ATCC700588,Thiorhodospira sibirica
765952,periphery,Parachlamydia acanthamoebae,Parachlamydia acanthamoebae UV-7,Parachlamydia acanthamoebae
766499,periphery,Citreicella sp. 357,Citreicella sp. 357,Citreicella sp.
767029,periphery,Propionibacterium propionicum,Propionibacterium propionicum F0230a,Propionibacterium propionicum
767031,periphery,Prevotella denticola,Prevotella denticola F0289,Prevotella denticola
767434,periphery,Frateuria aurantia,Frateuria aurantia DSM6220,Frateuria aurantia
767817,periphery,Desulfotomaculum gibsoniae,Desulfotomaculum gibsoniae DSM7213,Desulfotomaculum gibsoniae
768066,periphery,Halomonas elongata,Halomonas elongata DSM2581,Halomonas elongata
768486,periphery,Enterococcus hirae,Enterococcus hirae ATCC9790,Enterococcus hirae
768670,periphery,Calditerrivibrio nitroreducens,Calditerrivibrio nitroreducens DSM19672,Calditerrivibrio nitroreducens
768671,core,Thiocapsa marina,Thiocapsa marina 5811,Thiocapsa marina
768672,periphery,Desulfurococcus fermentans,Desulfurococcus fermentans DSM16532,Desulfurococcus fermentans
768679,core,Thermoproteus tenax,Thermoproteus tenax Kra 1,Thermoproteus tenax
768704,core,Desulfosporosinus meridiei,Desulfosporosinus meridiei DSM13257,Desulfosporosinus meridiei
768706,core,Desulfosporosinus orientis,Desulfosporosinus orientis DSM765,Desulfosporosinus orientis
768710,periphery,Desulfosporosinus youngiae,Desulfosporosinus youngiae DSM17734,Desulfosporosinus youngiae
768726,periphery,Streptococcus mitis 2 F0392,Streptococcus mitis bv. 2 str. F0392,Streptococcus mitis
771875,periphery,Fervidobacterium pennivorans,Fervidobacterium pennivorans DSM9078,Fervidobacterium pennivorans
794846,periphery,Sinorhizobium sp. CCBAU05631,Sinorhizobium sp. CCBAU 05631,Sinorhizobium sp.
794903,periphery,Opitutaceae bacterium TAV5,Opitutaceae bacterium TAV5,Opitutaceae bacterium
795359,core,Thermodesulfobacterium geofontis,Thermodesulfobacterium geofontis OPF15,Thermodesulfobacterium geofontis
795666,periphery,Ralstonia sp. PBA,Ralstonia sp. PBA,Ralstonia sp.
795797,periphery,Halalkalicoccus jeotgali,Halalkalicoccus jeotgali B3,Halalkalicoccus jeotgali
795955,periphery,Nesterenkonia sp. F,Nesterenkonia sp. F,Nesterenkonia sp.
796606,core,Bacillus methanolicus MGA3,Bacillus methanolicus MGA3,Bacillus methanolicus
796620,periphery,Vibrio caribbeanicus,Vibrio caribbeanicus ATCC BAA-2122,Vibrio caribbeanicus
796940,periphery,Peptostreptococcaceae bacterium CM5,Peptostreptococcaceae bacterium CM5,Peptostreptococcaceae bacterium
796942,core,Stomatobaculum longum,Stomatobaculum longum,Stomatobaculum longum
796945,periphery,Oribacterium parvum,Oribacterium parvum ACB8,Oribacterium parvum
797114,periphery,Halosimplex carlsbadense,Halosimplex carlsbadense 2-9-1,Halosimplex carlsbadense
797209,core,Haladaptatus paucihalophilus,Haladaptatus paucihalophilus DX253,Haladaptatus paucihalophilus
797210,periphery,Halopiger xanaduensis,Halopiger xanaduensis SH-6,Halopiger xanaduensis
797299,periphery,Halostagnicola larsenii,Halostagnicola larsenii XH-48,Halostagnicola larsenii
797302,periphery,Halovivax ruber,Halovivax ruber XH-70,Halovivax ruber
797303,periphery,Natrinema pellirubrum,Natrinema pellirubrum DSM15624,Natrinema pellirubrum
797304,periphery,Natronobacterium gregoryi,Natronobacterium gregoryi SP2,Natronobacterium gregoryi
797515,periphery,Lactobacillus parafarraginis,Lactobacillus parafarraginis F0439,Lactobacillus parafarraginis
838561,periphery,Spiroplasma mirum,Spiroplasma mirum ATCC29335,Spiroplasma mirum
856793,core,Micavibrio aeruginosavorus ARL13,Micavibrio aeruginosavorus ARL-13,Micavibrio aeruginosavorus
857087,periphery,Methylomonas methanica,Methylomonas methanica MC09,Methylomonas methanica
857290,periphery,Scardovia wiggsiae,Scardovia wiggsiae F0424,Scardovia wiggsiae
857293,periphery,Caloramator australicus,Caloramator australicus RC3,Caloramator australicus
857571,core,Moraxella catarrhalis,Moraxella catarrhalis O35E,Moraxella catarrhalis
